year,title,category,nominee,artist,nominated,decade
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Performance,Faraway Look,Yola,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Song,Call My Name,I'm With Her,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Song,Black Myself,Our Native Daughters,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Song,Crossing To Jerusalem,Rosanne Cash,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Song,Faraway Look,Yola,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best American Roots Song,I Don't Wanna Ride The Rails No More,Vince Gill,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Americana Album,Oklahoma,Keb' Mo',True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Americana Album,Years To Burn,Calexico And Iron & Wine,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Americana Album,Who Are You Now,Madison Cunningham,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Americana Album,Tales Of America,J.S. Ondara,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Americana Album,Walk Through Fire,Yola,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Bluegrass Album,Tall Fiddler,Michael Cleveland,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Bluegrass Album,"Live In Prague, Czech Republic",Doyle Lawson & Quicksilver,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Bluegrass Album,"Toil, Tears & Trouble",The Po’ Ramblin’ Boys,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Bluegrass Album,Royal Traveller,Missy Raines,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Bluegrass Album,If You Can't Stand The Heat,Frank Solivan & Dirty Kitchen,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Traditional Blues Album,"Tall, Dark, & Handsome",Delbert McClinton & Self-Made Men + Dana,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Traditional Blues Album,Kingfish,"Christone ""Kingfish"" Ingram",True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Traditional Blues Album,Sitting On Top Of The Blues,Bobby Rush,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Traditional Blues Album,"Baby, Please Come Home",Jimmie Vaughan,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Traditional Blues Album,Spectacular Class,Jontavious Willis,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,This Land,Gary Clark Jr.,True,2010
1998,41st Annual GRAMMY Awards  (1998),Best Reggae Album,Friends,Sly And Robbie,True,1990
2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,Venom & Faith,Larkin Poe,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,Brighter Days,Robert Randolph & The Family Band,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,Somebody Save Me,Sugaray Rayford,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Contemporary Blues Album,Keep On,Southern Avenue,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,Patty Griffin,Patty Griffin,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,My Finest Work Yet,Andrew Bird,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,Rearrange My Heart,Che Apalache,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,Evening Machines,Gregory Alan Isakov,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,Front Porch,Joy Williams,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Regional Roots Music Album,Good Time,Ranky Tanky,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Regional Roots Music Album,Kalawai’anui,Amy Hānaiali’i,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Regional Roots Music Album,When It's Cold - Cree Round Dance Songs,Northern Cree,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Regional Roots Music Album,Recorded Live At The 2019 New Orleans Jazz & Heritage Festival,Rebirth Brass Band,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Regional Roots Music Album,Hawaiian Lullaby,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Reggae Album,Rapture,Koffee,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Reggae Album,As I Am,Julian Marley,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Reggae Album,The Final Battle: Sly & Robbie vs. Roots Radics,Sly & Robbie & Roots Radics,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Reggae Album,Mass Manipulation,Steel Pulse,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Reggae Album,More Work To Be Done,Third World,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best World Music Album,Celia,Angelique Kidjo,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best World Music Album,Gece,Altin Gün,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best World Music Album,What Heat,Bokanté & Metropole Orkest Conducted By Jules Buckley,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best World Music Album,African Giant,Burna Boy,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best World Music Album,Fanm D'ayiti,Nathalie Joachim With Spektral Quartet,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Children's Music Album,Ageless: Songs for the Child Archetype,Jon Samson,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Children's Music Album,Flying High!,Caspar Babypants,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Children's Music Album,I Love Rainy Days,Daniel Tashian,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Children's Music Album,The Love,Alphabet Rockers,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Children's Music Album,Winterland,The Okee Dokee Brothers,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Becoming,Michelle Obama,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Beastie Boys Book,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",I.V. Catatonia: 20 Years As A Two-Time Cancer Survivor,Eric Alexandrakis,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Mr. Know-It-All,John Waters,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Sekou Andrews & The String Theory,Sekou Andrews (& The String Theory),True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Comedy Album,Sticks & Stones,Dave Chappelle,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Comedy Album,Quality Time,Jim Gaffigan,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Comedy Album,Relatable,Ellen DeGeneres,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Comedy Album,Right Now,Aziz Ansari,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Comedy Album,Son Of Patricia,Trevor Noah,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Musical Theater Album,Hadestown,"Anaïs Mitchell, composer & lyricist",True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Musical Theater Album,Ain't Too Proud: The Life And Times Of The Temptations,Original Broadway Cast,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Musical Theater Album,Moulin Rouge! The Musical,Original Broadway Cast,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Musical Theater Album,The Music Of Harry Potter And The Cursed Child - In Four Contemporary Suites,Imogen Heap,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Musical Theater Album,Oklahoma!,"Richard Rodgers, composer; Oscar Hammerstein II, lyricist",True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Compilation Soundtrack For Visual Media,A Star Is Born,Lady Gaga & Bradley Cooper,True,2010
2014,57th Annual GRAMMY Awards  (2014),Best Classical Compendium,Partch: Plectra & Percussion Dances,Partch,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Compilation Soundtrack For Visual Media,The Lion King: The Songs,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Compilation Soundtrack For Visual Media,Quentin Tarantino's Once Upon A Time In Hollywood,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Compilation Soundtrack For Visual Media,Rocketman,Taron Egerton,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Compilation Soundtrack For Visual Media,Spider-Man: Into The Spider-Verse,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Score Soundtrack For Visual Media,Chernobyl,Hildur Guðnadóttir,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Score Soundtrack For Visual Media,Avengers: Endgame,Alan Silvestri,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Score Soundtrack For Visual Media,Game Of Thrones: Season 8,Ramin Djawadi,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Score Soundtrack For Visual Media,The Lion King,Hans Zimmer,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Score Soundtrack For Visual Media,Mary Poppins Returns,Marc Shaiman,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Song Written For Visual Media,I'll Never Love Again (Film Version),Lady Gaga & Bradley Cooper,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Song Written For Visual Media,The Ballad Of The Lonesome Cowboy,Chris Stapleton,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Song Written For Visual Media,Girl In The Movies,Dolly Parton,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Song Written For Visual Media,Spirit,Beyoncé,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Song Written For Visual Media,Suspirium,Thom Yorke,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Instrumental Composition,Star Wars: Galaxy's Edge Symphonic Suite,John Williams,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Instrumental Composition,Begin Again,Fred Hersch & The WDR Big Band Conducted By Vince Mendoza,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Instrumental Composition,Crucible For Crisis,Brian Lynch Big Band,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Instrumental Composition,"Love, A Beautiful Force","Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra",True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Instrumental Composition,Walkin' Funny,Christian McBride,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instrumental or A Cappella",Moon River,Jacob Collier,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instrumental or A Cappella",Blue Skies,Kris Bowers,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instrumental or A Cappella",Hedwig's Theme,Anne-Sophie Mutter & John Williams,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instrumental or A Cappella",La Novena,Emilio Solla Tango Jazz Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instrumental or A Cappella","Love, A Beautiful Force","Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra",True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instruments and Vocals",All Night Long,"Jacob Collier Featuring Jules Buckley, Take 6 & Metropole Orkest",True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instruments and Vocals",Jolene,Sara Gazarek,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instruments and Vocals",Marry Me A Little,Cyrille Aimée,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instruments and Vocals",Over The Rainbow,Trisha Yearwood,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Arrangement, Instruments and Vocals",12 Little Spells (Thoracic Spine),Esperanza Spalding,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Recording Package,Chris Cornell,Chris Cornell,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Recording Package,Anónimas & Resilientes,Voces Del Bullerengue,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Recording Package,Hold That Tiger,The Muddy Basin Ramblers,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Recording Package,"I,I",Bon Iver,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Recording Package,Intellexual,Intellexual,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Boxed Or Special Limited Edition Package,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Boxed Or Special Limited Edition Package,Anima,Thom Yorke,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Boxed Or Special Limited Edition Package,Gold In A Brass Age,David Gray,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Boxed Or Special Limited Edition Package,1963: New Directions,John Coltrane,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Boxed Or Special Limited Edition Package,The Radio Recordings 1939–1945,Wilhelm Furtwängler & Berliner Philharmoniker,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Album Notes,Stax '68: A Memphis Story,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Album Notes,The Complete Cuban Jam Sessions,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Album Notes,The Gospel According To Malaco,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Album Notes,Pedal Steal + Four Corners,Terry Allen And The Panhandle Mystery Band,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Album Notes,Pete Seeger: The Smithsonian Folkways Collection,Pete Seeger,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Historical Album,Pete Seeger: The Smithsonian Folkways Collection,Pete Seeger,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Historical Album,The Girl From Chickasaw County - The Complete Capitol Masters,Bobbie Gentry,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Historical Album,The Great Comeback: Horowitz At Carnegie Hall,Vladimir Horowitz,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Historical Album,"Kankyo Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Historical Album,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,Various Artists,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Non-Classical","When We All Fall Asleep, Where Do We Go?",Billie Eilish,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Non-Classical",All These Things,Thomas Dybdahl,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Non-Classical",Ella Mai,Ella Mai,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Non-Classical",Run Home Slow,The Teskey Brothers,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Non-Classical",Scenery,Emily King,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Non-Classical",Finneas,Billie Eilish,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Non-Classical",Jack Antonoff,Kevin Abstract,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Non-Classical",Dan Auerbach,Leo Bud Welch,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Non-Classical",John Hill,Young The Giant,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Non-Classical",Ricky Reed,Fidlar,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Remixed Recording,I Rise (Tracy Young's Pride Intro Radio Remix),Madonna,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Remixed Recording,Mother's Daughter (Wuki Remix),Miley Cyrus,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Remixed Recording,The One (High Contrast Remix),Jorja Smith,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Remixed Recording,Swim (ford. Remix),Mild Minds,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Remixed Recording,Work It (Soulwax Remix),Marie Davidson,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Immersive Audio Album,LUX,"Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor",True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Immersive Audio Album,Chain Tripping,YACHT,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Immersive Audio Album,Kverndokk: Symphonic Dances,Ken-David Masur & Stavanger Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Immersive Audio Album,The Orchestral Organ,Jan Kraybill,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Immersive Audio Album,The Savior,A Bad Think,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Classical",Riley: Sun Rings,Kronos Quartet,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Classical",Bruckner: Symphony No. 9,Manfred Honeck & Pittsburgh Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Classical",Rachmaninoff - Hermitage Piano Trio,Hermitage Piano Trio,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Best Engineered Album, Classical",Wolfe: Fire In My Mouth,"Jaap Van Zweden, Francisco J. Núñez, Donald Nally, The Crossing, Young People's Chorus Of NY City & New York Philharmonic",True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Classical",Blanton Alspaugh,Charles Bruffy & Kansas City Chorale,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Classical",James Ginsburg,Mei-Ann Chen & Chicago Sinfonietta,True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Classical","Marina A. Ledin, Victor Ledin","Steven Smith, Erin R. Freeman, Richmond Symphony & Chorus",True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Classical",Morten Lindberg,"Elisabeth Holte, Kåre Nordstoga & Uranienborg Vokalensemble",True,2010
2019,62nd Annual GRAMMY Awards  (2019),"Producer Of The Year, Classical",Dirk Sobotka,Manfred Honeck & Pittsburgh Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Orchestral Performance,Norman: Sustain,Los Angeles Philharmonic,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Orchestral Performance,Bruckner: Symphony No. 9,Pittsburgh Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Orchestral Performance,Copland: Billy The Kid; Grohg,Detroit Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Orchestral Performance,Transatlantic,Cincinnati Symphony Orchestra,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Orchestral Performance,Weinberg: Symphonies Nos. 2 & 21,City Of Birmingham Symphony Orchestra & Kremerata Baltica,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Opera Recording,Picker: Fantastic Mr. Fox,Boston Modern Orchestra Project; Boston Children's Chorus,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Opera Recording,Benjamin: Lessons In Love & Violence,Orchestra Of The Royal Opera House,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Opera Recording,Berg: Wozzeck,Netherlands Philharmonic Orchestra; Chorus Of Dutch National Opera,True,2010
2019,62nd Annual GRAMMY Awards  (2019),Best Opera Recording,Charpentier: Les Arts Florissants; Les Plaisirs De Versailles,Boston Early Music Festival Chamber Ensemble; Boston Early Music Festival Vocal Ensemble,True,2010
